Плафон потолочный;Murano;602073;Murano 602073;;СтильКлассический; Высота, мм180; Диаметр, мм520; Масса, кг6,95; Количество ламп, шт7; Цоколь лампE14; Мощность лампы (Max), Вт40; Пылевлагозащита, IPIP20;"СтильКлассический; Высота, мм180; Диаметр, мм520; Масса, кг6,95; Количество ламп, шт7; Цоколь лампE14; Мощность лампы (Max), Вт40; Пылевлагозащита, IPIP20";https://lightstar.ru/kupit-lustry-svetilniki-optom/kupit-lustru-optom/602073
Бра;Pentola;803531;Pentola 803531;;СтильАрт-деко;None;None; Масса, кг1,05; Количество ламп, шт1; Цоколь лампG9; Мощность лампы (Max), Вт25; Пылевлагозащита, IPIP20;"СтильАрт-деко; Масса, кг1,05; Количество ламп, шт1; Цоколь лампG9; Мощность лампы (Max), Вт25; Пылевлагозащита, IPIP20";https://lightstar.ru/kupit-lustry-svetilniki-optom/kupit-bra-optom/803531
Светильник точечный встраиваемый декоративный под заменяемые галогенные или LED лампы;Cardano;214120;Cardano 214120;;СтильХай-тек; Высота, мм5;None; Масса, кг1,461; Количество ламп, шт2;None; Мощность лампы (Max), Вт50; Пылевлагозащита, IPIP20;"СтильХай-тек; Высота, мм5; Масса, кг1,461; Количество ламп, шт2; Мощность лампы (Max), Вт50; Пылевлагозащита, IPIP20";https://lightstar.ru/kupit-lustry-svetilniki-optom/vstraivaemye-tochechnye-svetilniki-pod-lampy/214120
Бра;Pezzo;801612;Pezzo 801612;;СтильХай-тек; Высота, мм75;None; Масса, кг0,4; Количество ламп, шт1; Цоколь лампG9; Мощность лампы (Max), Вт40; Пылевлагозащита, IPIP20;"СтильХай-тек; Высота, мм75; Масса, кг0,4; Количество ламп, шт1; Цоколь лампG9; Мощность лампы (Max), Вт40; Пылевлагозащита, IPIP20";https://lightstar.ru/kupit-lustry-svetilniki-optom/kupit-bra-optom/801612
Светильник точечный встраиваемый декоративный под заменяемые галогенные или LED лампы;Cesare;004254;Cesare 004254;;СтильКлассический; Высота, мм50; Диаметр, мм110; Масса, кг0,539; Количество ламп, шт1; Цоколь лампG9; Мощность лампы (Max), Вт40; Пылевлагозащита, IPIP20;"СтильКлассический; Высота, мм50; Диаметр, мм110; Масса, кг0,539; Количество ламп, шт1; Цоколь лампG9; Мощность лампы (Max), Вт40; Пылевлагозащита, IPIP20";https://lightstar.ru/kupit-lustry-svetilniki-optom/vstraivaemye-tochechnye-svetilniki-pod-lampy/004254
Бра;Pezzo;801610;Pezzo 801610;;СтильХай-тек; Высота, мм75;None; Масса, кг0,4; Количество ламп, шт1; Цоколь лампG9; Мощность лампы (Max), Вт40; Пылевлагозащита, IPIP20;"СтильХай-тек; Высота, мм75; Масса, кг0,4; Количество ламп, шт1; Цоколь лампG9; Мощность лампы (Max), Вт40; Пылевлагозащита, IPIP20";https://lightstar.ru/kupit-lustry-svetilniki-optom/kupit-bra-optom/801610
Светильник точечный встраиваемый декоративный под заменяемые галогенные или LED лампы;Cardano;214017;Cardano 214017;;СтильХай-тек; Высота, мм5;None; Масса, кг0,383; Количество ламп, шт1; Цоколь лампGu5.3; Мощность лампы (Max), Вт50; Пылевлагозащита, IPIP20;"СтильХай-тек; Высота, мм5; Масса, кг0,383; Количество ламп, шт1; Цоколь лампGu5.3; Мощность лампы (Max), Вт50; Пылевлагозащита, IPIP20";https://lightstar.ru/kupit-lustry-svetilniki-optom/vstraivaemye-tochechnye-svetilniki-pod-lampy/214017
Бра;Pezzo;801613;Pezzo 801613;;СтильХай-тек; Высота, мм75;None; Масса, кг0,4; Количество ламп, шт1; Цоколь лампG9; Мощность лампы (Max), Вт40; Пылевлагозащита, IPIP20;"СтильХай-тек; Высота, мм75; Масса, кг0,4; Количество ламп, шт1; Цоколь лампG9; Мощность лампы (Max), Вт40; Пылевлагозащита, IPIP20";https://lightstar.ru/kupit-lustry-svetilniki-optom/kupit-bra-optom/801613
Светильник точечный встраиваемый декоративный под заменяемые галогенные или LED лампы;Cardano;214018;Cardano 214018;;СтильХай-тек; Высота, мм5;None; Масса, кг0,383; Количество ламп, шт1; Цоколь лампGu5.3; Мощность лампы (Max), Вт50; Пылевлагозащита, IPIP20;"СтильХай-тек; Высота, мм5; Масса, кг0,383; Количество ламп, шт1; Цоколь лампGu5.3; Мощность лампы (Max), Вт50; Пылевлагозащита, IPIP20";https://lightstar.ru/kupit-lustry-svetilniki-optom/vstraivaemye-tochechnye-svetilniki-pod-lampy/214018
Бра;Pentola;803543;Pentola 803543;;СтильАрт-деко;None;None; Масса, кг1,15; Количество ламп, шт1; Цоколь лампG9; Мощность лампы (Max), Вт25; Пылевлагозащита, IPIP20;"СтильАрт-деко; Масса, кг1,15; Количество ламп, шт1; Цоколь лампG9; Мощность лампы (Max), Вт25; Пылевлагозащита, IPIP20";https://lightstar.ru/kupit-lustry-svetilniki-optom/kupit-bra-optom/803543
Светильник точечный встраиваемый декоративный под заменяемые галогенные или LED лампы;Cardano;214030;Cardano 214030;;СтильХай-тек; Высота, мм5;None; Масса, кг0,966; Количество ламп, шт3; Цоколь лампGu5.3; Мощность лампы (Max), Вт50; Пылевлагозащита, IPIP20;"СтильХай-тек; Высота, мм5; Масса, кг0,966; Количество ламп, шт3; Цоколь лампGu5.3; Мощность лампы (Max), Вт50; Пылевлагозащита, IPIP20";https://lightstar.ru/kupit-lustry-svetilniki-optom/vstraivaemye-tochechnye-svetilniki-pod-lampy/214030
Бра;Pentola;803533;Pentola 803533;;СтильАрт-деко;None;None; Масса, кг1,05; Количество ламп, шт1; Цоколь лампG9; Мощность лампы (Max), Вт25; Пылевлагозащита, IPIP20;"СтильАрт-деко; Масса, кг1,05; Количество ламп, шт1; Цоколь лампG9; Мощность лампы (Max), Вт25; Пылевлагозащита, IPIP20";https://lightstar.ru/kupit-lustry-svetilniki-optom/kupit-bra-optom/803533
Светильник точечный встраиваемый декоративный под заменяемые галогенные или LED лампы;Cardano;214038;Cardano 214038;;СтильХай-тек; Высота, мм5;None; Масса, кг0,966; Количество ламп, шт3; Цоколь лампGu5.3; Мощность лампы (Max), Вт50; Пылевлагозащита, IPIP20;"СтильХай-тек; Высота, мм5; Масса, кг0,966; Количество ламп, шт3; Цоколь лампGu5.3; Мощность лампы (Max), Вт50; Пылевлагозащита, IPIP20";https://lightstar.ru/kupit-lustry-svetilniki-optom/vstraivaemye-tochechnye-svetilniki-pod-lampy/214038
Бра;Pentola;803523;Pentola 803523;;СтильАрт-деко;None;None; Масса, кг1; Количество ламп, шт1; Цоколь лампG9; Мощность лампы (Max), Вт25; Пылевлагозащита, IPIP20;"СтильАрт-деко; Масса, кг1; Количество ламп, шт1; Цоколь лампG9; Мощность лампы (Max), Вт25; Пылевлагозащита, IPIP20";https://lightstar.ru/kupit-lustry-svetilniki-optom/kupit-bra-optom/803523
Светильник точечный встраиваемый декоративный под заменяемые галогенные или LED лампы;Cardano;214138;Cardano 214138;;СтильХай-тек; Высота, мм5;None; Масса, кг2,102; Количество ламп, шт3;None; Мощность лампы (Max), Вт50; Пылевлагозащита, IPIP20;"СтильХай-тек; Высота, мм5; Масса, кг2,102; Количество ламп, шт3; Мощность лампы (Max), Вт50; Пылевлагозащита, IPIP20";https://lightstar.ru/kupit-lustry-svetilniki-optom/vstraivaemye-tochechnye-svetilniki-pod-lampy/214138
Бра;Pentola;803520;Pentola 803520;;СтильАрт-деко;None;None; Масса, кг1; Количество ламп, шт1; Цоколь лампE14; Мощность лампы (Max), Вт40; Пылевлагозащита, IPIP20;"СтильАрт-деко; Масса, кг1; Количество ламп, шт1; Цоколь лампE14; Мощность лампы (Max), Вт40; Пылевлагозащита, IPIP20";https://lightstar.ru/kupit-lustry-svetilniki-optom/kupit-bra-optom/803520
Светильник точечный встраиваемый декоративный под заменяемые галогенные или LED лампы;Ceramo;042124;Ceramo 042124;;СтильКлассический; Высота, мм10; Диаметр, мм115;None; Количество ламп, шт1; Цоколь лампGu5.3 / GU10; Мощность лампы (Max), Вт50; Пылевлагозащита, IPIP20;"СтильКлассический; Высота, мм10; Диаметр, мм115; Количество ламп, шт1; Цоколь лампGu5.3 / GU10; Мощность лампы (Max), Вт50; Пылевлагозащита, IPIP20";https://lightstar.ru/kupit-lustry-svetilniki-optom/vstraivaemye-tochechnye-svetilniki-pod-lampy/042124
Светильник точечный встраиваемый декоративный под заменяемые галогенные или LED лампы;Ceramo;042122;Ceramo 042122;;СтильКлассический; Высота, мм10; Диаметр, мм115;None; Количество ламп, шт1; Цоколь лампGu5.3 / GU10; Мощность лампы (Max), Вт50; Пылевлагозащита, IPIP20;"СтильКлассический; Высота, мм10; Диаметр, мм115; Количество ламп, шт1; Цоколь лампGu5.3 / GU10; Мощность лампы (Max), Вт50; Пылевлагозащита, IPIP20";https://lightstar.ru/kupit-lustry-svetilniki-optom/vstraivaemye-tochechnye-svetilniki-pod-lampy/042122
Светильник точечный встраиваемый декоративный под заменяемые галогенные или LED лампы;Cardano;214137;Cardano 214137;;СтильХай-тек; Высота, мм5;None; Масса, кг2,102; Количество ламп, шт3;None; Мощность лампы (Max), Вт50; Пылевлагозащита, IPIP20;"СтильХай-тек; Высота, мм5; Масса, кг2,102; Количество ламп, шт3; Мощность лампы (Max), Вт50; Пылевлагозащита, IPIP20";https://lightstar.ru/kupit-lustry-svetilniki-optom/vstraivaemye-tochechnye-svetilniki-pod-lampy/214137
Комплект со светильником Rullo;Rullo;A1T216336;Rullo A1T216336;;СтильХай-тек; Высота, мм188;None; Масса, кг0,339; Количество ламп, шт1; Цоколь лампGU10; Мощность лампы (Max), Вт50; Пылевлагозащита, IPIP20;"СтильХай-тек; Высота, мм188; Масса, кг0,339; Количество ламп, шт1; Цоколь лампGU10; Мощность лампы (Max), Вт50; Пылевлагозащита, IPIP20";https://lightstar.ru/kupit-lustry-svetilniki-optom/kupit-track-optom/trekovye-svetilniki/a1t216336
Комплект со светильником Rullo;Rullo;A1T216337;Rullo A1T216337;;СтильХай-тек; Высота, мм188;None; Масса, кг0,339; Количество ламп, шт1; Цоколь лампGU10; Мощность лампы (Max), Вт50; Пылевлагозащита, IPIP20;"СтильХай-тек; Высота, мм188; Масса, кг0,339; Количество ламп, шт1; Цоколь лампGU10; Мощность лампы (Max), Вт50; Пылевлагозащита, IPIP20";https://lightstar.ru/kupit-lustry-svetilniki-optom/kupit-track-optom/trekovye-svetilniki/a1t216337
Комплект со светильником Rullo;Rullo;A1T216586;Rullo A1T216586;;СтильХай-тек; Высота, мм238;None; Масса, кг0,569; Количество ламп, шт1; Цоколь лампGU10; Мощность лампы (Max), Вт50; Пылевлагозащита, IPIP20;"СтильХай-тек; Высота, мм238; Масса, кг0,569; Количество ламп, шт1; Цоколь лампGU10; Мощность лампы (Max), Вт50; Пылевлагозащита, IPIP20";https://lightstar.ru/kupit-lustry-svetilniki-optom/kupit-track-optom/trekovye-svetilniki/a1t216586
Комплект со светильником Rullo;Rullo;A1T216587;Rullo A1T216587;;СтильХай-тек; Высота, мм238;None; Масса, кг0,569; Количество ламп, шт1; Цоколь лампGU10; Мощность лампы (Max), Вт50; Пылевлагозащита, IPIP20;"СтильХай-тек; Высота, мм238; Масса, кг0,569; Количество ламп, шт1; Цоколь лампGU10; Мощность лампы (Max), Вт50; Пылевлагозащита, IPIP20";https://lightstar.ru/kupit-lustry-svetilniki-optom/kupit-track-optom/trekovye-svetilniki/a1t216587
Комплект со светильником Rullo;Rullo;A3T214446;Rullo A3T214446;;СтильХай-тек; Высота, мм225;None; Масса, кг0,562; Количество ламп, шт2; Цоколь лампGU10; Мощность лампы (Max), Вт50; Пылевлагозащита, IPIP20;"СтильХай-тек; Высота, мм225; Масса, кг0,562; Количество ламп, шт2; Цоколь лампGU10; Мощность лампы (Max), Вт50; Пылевлагозащита, IPIP20";https://lightstar.ru/kupit-lustry-svetilniki-optom/kupit-track-optom/trekovye-svetilniki/a3t214446
Комплект со светильником Rullo;Rullo;A3T214447;Rullo A3T214447;;СтильХай-тек; Высота, мм225;None; Масса, кг0,562; Количество ламп, шт2; Цоколь лампGU10; Мощность лампы (Max), Вт50; Пылевлагозащита, IPIP20;"СтильХай-тек; Высота, мм225; Масса, кг0,562; Количество ламп, шт2; Цоколь лампGU10; Мощность лампы (Max), Вт50; Пылевлагозащита, IPIP20";https://lightstar.ru/kupit-lustry-svetilniki-optom/kupit-track-optom/trekovye-svetilniki/a3t214447
Комплект со светильником Rullo;Rullo;A3T214449;Rullo A3T214449;;СтильХай-тек; Высота, мм225;None; Масса, кг0,562; Количество ламп, шт2; Цоколь лампGU10; Мощность лампы (Max), Вт50; Пылевлагозащита, IPIP20;"СтильХай-тек; Высота, мм225; Масса, кг0,562; Количество ламп, шт2; Цоколь лампGU10; Мощность лампы (Max), Вт50; Пылевлагозащита, IPIP20";https://lightstar.ru/kupit-lustry-svetilniki-optom/kupit-track-optom/trekovye-svetilniki/a3t214449
Комплект со светильником Rullo;Rullo;A3T216336;Rullo A3T216336;;СтильХай-тек; Высота, мм201;None; Масса, кг0,351; Количество ламп, шт1; Цоколь лампGU10; Мощность лампы (Max), Вт50; Пылевлагозащита, IPIP20;"СтильХай-тек; Высота, мм201; Масса, кг0,351; Количество ламп, шт1; Цоколь лампGU10; Мощность лампы (Max), Вт50; Пылевлагозащита, IPIP20";https://lightstar.ru/kupit-lustry-svetilniki-optom/kupit-track-optom/trekovye-svetilniki/a3t216336
Комплект со светильником Rullo;Rullo;A3T216337;Rullo A3T216337;;СтильХай-тек; Высота, мм201;None; Масса, кг0,351; Количество ламп, шт1; Цоколь лампGU10; Мощность лампы (Max), Вт50; Пылевлагозащита, IPIP20;"СтильХай-тек; Высота, мм201; Масса, кг0,351; Количество ламп, шт1; Цоколь лампGU10; Мощность лампы (Max), Вт50; Пылевлагозащита, IPIP20";https://lightstar.ru/kupit-lustry-svetilniki-optom/kupit-track-optom/trekovye-svetilniki/a3t216337
Комплект со светильником Rullo;Rullo;A3T216586;Rullo A3T216586;;СтильХай-тек; Высота, мм251;None; Масса, кг0,58; Количество ламп, шт1; Цоколь лампGU10; Мощность лампы (Max), Вт50; Пылевлагозащита, IPIP20;"СтильХай-тек; Высота, мм251; Масса, кг0,58; Количество ламп, шт1; Цоколь лампGU10; Мощность лампы (Max), Вт50; Пылевлагозащита, IPIP20";https://lightstar.ru/kupit-lustry-svetilniki-optom/kupit-track-optom/trekovye-svetilniki/a3t216586
Комплект со светильником Rullo;Rullo;A3T216587;Rullo A3T216587;;СтильХай-тек; Высота, мм251;None; Масса, кг0,58; Количество ламп, шт1; Цоколь лампGU10; Мощность лампы (Max), Вт50; Пылевлагозащита, IPIP20;"СтильХай-тек; Высота, мм251; Масса, кг0,58; Количество ламп, шт1; Цоколь лампGU10; Мощность лампы (Max), Вт50; Пылевлагозащита, IPIP20";https://lightstar.ru/kupit-lustry-svetilniki-optom/kupit-track-optom/trekovye-svetilniki/a3t216587
Комплект со светильником Rullo;Rullo;R1T436436;Rullo R1T436436;;СтильХай-тек; Высота, мм250;None; Масса, кг0,31; Количество ламп, шт1; Цоколь лампGU10; Мощность лампы (Max), Вт50; Пылевлагозащита, IPIP20;"СтильХай-тек; Высота, мм250; Масса, кг0,31; Количество ламп, шт1; Цоколь лампGU10; Мощность лампы (Max), Вт50; Пылевлагозащита, IPIP20";https://lightstar.ru/kupit-lustry-svetilniki-optom/kupit-track-optom/trekovye-svetilniki/r1t436436
Комплект со светильником Rullo;Rullo;R3T436436;Rullo R3T436436;;СтильХай-тек; Высота, мм250;None; Масса, кг0,334; Количество ламп, шт1; Цоколь лампGU10; Мощность лампы (Max), Вт50; Пылевлагозащита, IPIP20;"СтильХай-тек; Высота, мм250; Масса, кг0,334; Количество ламп, шт1; Цоколь лампGU10; Мощность лампы (Max), Вт50; Пылевлагозащита, IPIP20";https://lightstar.ru/kupit-lustry-svetilniki-optom/kupit-track-optom/trekovye-svetilniki/r3t436436
Комплект со светильником Rullo;Rullo;R1T437437;Rullo R1T437437;;СтильХай-тек; Высота, мм250;None; Масса, кг0,31; Количество ламп, шт1; Цоколь лампGU10; Мощность лампы (Max), Вт50; Пылевлагозащита, IPIP20;"СтильХай-тек; Высота, мм250; Масса, кг0,31; Количество ламп, шт1; Цоколь лампGU10; Мощность лампы (Max), Вт50; Пылевлагозащита, IPIP20";https://lightstar.ru/kupit-lustry-svetilniki-optom/kupit-track-optom/trekovye-svetilniki/r1t437437
Комплект со светильником Rullo;Rullo;A1T214449;Rullo A1T214449;;СтильХай-тек; Высота, мм225;None; Масса, кг0,548; Количество ламп, шт2; Цоколь лампGU10; Мощность лампы (Max), Вт50; Пылевлагозащита, IPIP20;"СтильХай-тек; Высота, мм225; Масса, кг0,548; Количество ламп, шт2; Цоколь лампGU10; Мощность лампы (Max), Вт50; Пылевлагозащита, IPIP20";https://lightstar.ru/kupit-lustry-svetilniki-optom/kupit-track-optom/trekovye-svetilniki/a1t214449
Подвес;Conicita;804250;Conicita 804250;;СтильАрт-деко; Высота, мм560; Диаметр, мм300; Масса, кг3; Количество ламп, шт5; Цоколь лампE14; Мощность лампы (Max), Вт40; Пылевлагозащита, IPIP20;"СтильАрт-деко; Высота, мм560; Диаметр, мм300; Масса, кг3; Количество ламп, шт5; Цоколь лампE14; Мощность лампы (Max), Вт40; Пылевлагозащита, IPIP20";https://lightstar.ru/kupit-lustry-svetilniki-optom/kupit-lustru-optom/804250
Люстра подвесная;Condetta;740044;Condetta 740044;;СтильЛофт; Высота, мм540;None; Масса, кг4,8;None;None;None; Пылевлагозащита, IPIP20;"СтильЛофт; Высота, мм540; Масса, кг4,8; Пылевлагозащита, IPIP20";https://lightstar.ru/kupit-lustry-svetilniki-optom/kupit-lustru-optom/740044
Люстра подвесная;Condetta;740114;Condetta 740114;;СтильЛофт; Высота, мм490;None; Масса, кг4,5;None;None;None; Пылевлагозащита, IPIP20;"СтильЛофт; Высота, мм490; Масса, кг4,5; Пылевлагозащита, IPIP20";https://lightstar.ru/kupit-lustry-svetilniki-optom/kupit-lustru-optom/740114
Люстра подвесная;Condetta;740062;Condetta 740062;;СтильЛофт; Высота, мм380;None; Масса, кг7,2;None;None;None; Пылевлагозащита, IPIP20;"СтильЛофт; Высота, мм380; Масса, кг7,2; Пылевлагозащита, IPIP20";https://lightstar.ru/kupit-lustry-svetilniki-optom/kupit-lustru-optom/740062
Люстра подвесная;Condetta;740064;Condetta 740064;;СтильЛофт; Высота, мм380;None; Масса, кг7,2;None;None;None; Пылевлагозащита, IPIP20;"СтильЛофт; Высота, мм380; Масса, кг7,2; Пылевлагозащита, IPIP20";https://lightstar.ru/kupit-lustry-svetilniki-optom/kupit-lustru-optom/740064
Подвес;Cone;757017;Cone 757017;;СтильХай-тек; Высота, мм230; Диаметр, мм120; Масса, кг0,7; Количество ламп, шт1; Цоколь лампGU10; Мощность лампы (Max), Вт40; Пылевлагозащита, IPIP20;"СтильХай-тек; Высота, мм230; Диаметр, мм120; Масса, кг0,7; Количество ламп, шт1; Цоколь лампGU10; Мощность лампы (Max), Вт40; Пылевлагозащита, IPIP20";https://lightstar.ru/kupit-lustry-svetilniki-optom/kupit-lustru-optom/757017
Подвес;Cone;757067;Cone 757067;;СтильХай-тек; Высота, мм230; Диаметр, мм120; Масса, кг4,5; Количество ламп, шт6; Цоколь лампGU10; Мощность лампы (Max), Вт40; Пылевлагозащита, IPIP20;"СтильХай-тек; Высота, мм230; Диаметр, мм120; Масса, кг4,5; Количество ламп, шт6; Цоколь лампGU10; Мощность лампы (Max), Вт40; Пылевлагозащита, IPIP20";https://lightstar.ru/kupit-lustry-svetilniki-optom/kupit-lustru-optom/757067
Подвес;Cone;757016;Cone 757016;;СтильХай-тек; Высота, мм230; Диаметр, мм120; Масса, кг0,7; Количество ламп, шт1; Цоколь лампGU10; Мощность лампы (Max), Вт40; Пылевлагозащита, IPIP20;"СтильХай-тек; Высота, мм230; Диаметр, мм120; Масса, кг0,7; Количество ламп, шт1; Цоколь лампGU10; Мощность лампы (Max), Вт40; Пылевлагозащита, IPIP20";https://lightstar.ru/kupit-lustry-svetilniki-optom/kupit-lustru-optom/757016
Подвес;Cone;757066;Cone 757066;;СтильХай-тек; Высота, мм230; Диаметр, мм120; Масса, кг4,5; Количество ламп, шт6; Цоколь лампGU10; Мощность лампы (Max), Вт40; Пылевлагозащита, IPIP20;"СтильХай-тек; Высота, мм230; Диаметр, мм120; Масса, кг4,5; Количество ламп, шт6; Цоколь лампGU10; Мощность лампы (Max), Вт40; Пылевлагозащита, IPIP20";https://lightstar.ru/kupit-lustry-svetilniki-optom/kupit-lustru-optom/757066
Подвес;Cone;757019;Cone 757019;;СтильХай-тек; Высота, мм230; Диаметр, мм120; Масса, кг0,7; Количество ламп, шт1; Цоколь лампGU10; Мощность лампы (Max), Вт40; Пылевлагозащита, IPIP20;"СтильХай-тек; Высота, мм230; Диаметр, мм120; Масса, кг0,7; Количество ламп, шт1; Цоколь лампGU10; Мощность лампы (Max), Вт40; Пылевлагозащита, IPIP20";https://lightstar.ru/kupit-lustry-svetilniki-optom/kupit-lustru-optom/757019
Подвес;Cone;757069;Cone 757069;;СтильХай-тек; Высота, мм230; Диаметр, мм120; Масса, кг4,5; Количество ламп, шт6; Цоколь лампGU10; Мощность лампы (Max), Вт40; Пылевлагозащита, IPIP20;"СтильХай-тек; Высота, мм230; Диаметр, мм120; Масса, кг4,5; Количество ламп, шт6; Цоколь лампGU10; Мощность лампы (Max), Вт40; Пылевлагозащита, IPIP20";https://lightstar.ru/kupit-lustry-svetilniki-optom/kupit-lustru-optom/757069
Подвес;Cone;757010;Cone 757010;;СтильХай-тек; Высота, мм235; Диаметр, мм120; Масса, кг0,555; Количество ламп, шт1; Цоколь лампE14; Мощность лампы (Max), Вт40; Пылевлагозащита, IPIP20;"СтильХай-тек; Высота, мм235; Диаметр, мм120; Масса, кг0,555; Количество ламп, шт1; Цоколь лампE14; Мощность лампы (Max), Вт40; Пылевлагозащита, IPIP20";https://lightstar.ru/kupit-lustry-svetilniki-optom/kupit-lustru-optom/757010
Подвес;Cone;757060;Cone 757060;;СтильХай-тек; Высота, мм235; Диаметр, мм500; Масса, кг4,73; Количество ламп, шт6; Цоколь лампE14; Мощность лампы (Max), Вт40; Пылевлагозащита, IPIP20;"СтильХай-тек; Высота, мм235; Диаметр, мм500; Масса, кг4,73; Количество ламп, шт6; Цоколь лампE14; Мощность лампы (Max), Вт40; Пылевлагозащита, IPIP20";https://lightstar.ru/kupit-lustry-svetilniki-optom/kupit-lustru-optom/757060
Подвес;Cone;757090;Cone 757090;;СтильХай-тек; Высота, мм235; Диаметр, мм700; Масса, кг7,75; Количество ламп, шт9; Цоколь лампE14; Мощность лампы (Max), Вт40; Пылевлагозащита, IPIP20;"СтильХай-тек; Высота, мм235; Диаметр, мм700; Масса, кг7,75; Количество ламп, шт9; Цоколь лампE14; Мощность лампы (Max), Вт40; Пылевлагозащита, IPIP20";https://lightstar.ru/kupit-lustry-svetilniki-optom/kupit-lustru-optom/757090
Люстра подвесная;Condetta;740042;Condetta 740042;;СтильЛофт; Высота, мм540;None; Масса, кг4,8;None;None;None; Пылевлагозащита, IPIP20;"СтильЛофт; Высота, мм540; Масса, кг4,8; Пылевлагозащита, IPIP20";https://lightstar.ru/kupit-lustry-svetilniki-optom/kupit-lustru-optom/740042
Светильник точечный встраиваемый декоративный под заменяемые галогенные или LED лампы;Difesa;006881;Difesa Piano 006881;;СтильКлассический; Высота, мм15; Диаметр, мм95; Масса, кг0,305; Количество ламп, шт1; Цоколь лампGu5.3 Dichroic; Мощность лампы (Max), Вт35; Пылевлагозащита, IPIP44;"СтильКлассический; Высота, мм15; Диаметр, мм95; Масса, кг0,305; Количество ламп, шт1; Цоколь лампGu5.3 Dichroic; Мощность лампы (Max), Вт35; Пылевлагозащита, IPIP44";https://lightstar.ru/kupit-lustry-svetilniki-optom/vstraivaemye-tochechnye-svetilniki-pod-lampy/006881
Рамка для точечного светильника;Domino;214646;Domino 214646;;СтильХай-тек; Высота, мм2;None; Масса, кг0,467;None;None;None;None;"СтильХай-тек; Высота, мм2; Масса, кг0,467";https://lightstar.ru/kupit-lustry-svetilniki-optom/vstraivaemye-tochechnye-svetilniki-pod-lampy/214646
Рамка для точечного светильника;Domino;214526;Domino 214526;;СтильХай-тек; Высота, мм2;None; Масса, кг0,224;None;None;None;None;"СтильХай-тек; Высота, мм2; Масса, кг0,224";https://lightstar.ru/kupit-lustry-svetilniki-optom/vstraivaemye-tochechnye-svetilniki-pod-lampy/214526
Светильник точечный встраиваемый декоративный под заменяемые галогенные или LED лампы;Difesa;006880;Difesa Piano 006880;;СтильКлассический; Высота, мм15; Диаметр, мм95; Масса, кг0,305; Количество ламп, шт1; Цоколь лампGu5.3 Dichroic; Мощность лампы (Max), Вт35; Пылевлагозащита, IPIP44;"СтильКлассический; Высота, мм15; Диаметр, мм95; Масса, кг0,305; Количество ламп, шт1; Цоколь лампGu5.3 Dichroic; Мощность лампы (Max), Вт35; Пылевлагозащита, IPIP44";https://lightstar.ru/kupit-lustry-svetilniki-optom/vstraivaemye-tochechnye-svetilniki-pod-lampy/006880
Комплект из светильников и рамки DOMINO;Domino;D64706060707;Domino D64706060707;;СтильХай-тек; Высота, мм2;None; Масса, кг0,547; Количество ламп, шт4; Цоколь лампGu5.3; Мощность лампы (Max), Вт50; Пылевлагозащита, IPIP20;"СтильХай-тек; Высота, мм2; Масса, кг0,547; Количество ламп, шт4; Цоколь лампGu5.3; Мощность лампы (Max), Вт50; Пылевлагозащита, IPIP20";https://lightstar.ru/kupit-lustry-svetilniki-optom/vstraivaemye-tochechnye-svetilniki-pod-lampy/d64706060707
Комплект из светильников и рамки DOMINO;Domino;D637060607;Domino D637060607;;СтильХай-тек; Высота, мм2;None; Масса, кг0,445; Количество ламп, шт3; Цоколь лампGu5.3; Мощность лампы (Max), Вт50; Пылевлагозащита, IPIP20;"СтильХай-тек; Высота, мм2; Масса, кг0,445; Количество ламп, шт3; Цоколь лампGu5.3; Мощность лампы (Max), Вт50; Пылевлагозащита, IPIP20";https://lightstar.ru/kupit-lustry-svetilniki-optom/vstraivaemye-tochechnye-svetilniki-pod-lampy/d637060607
Комплект из светильников и рамки DOMINO;Domino;D697060606;Domino D697060606;;СтильХай-тек; Высота, мм2;None; Масса, кг0,443; Количество ламп, шт3; Цоколь лампGu5.3; Мощность лампы (Max), Вт50; Пылевлагозащита, IPIP20;"СтильХай-тек; Высота, мм2; Масса, кг0,443; Количество ламп, шт3; Цоколь лампGu5.3; Мощность лампы (Max), Вт50; Пылевлагозащита, IPIP20";https://lightstar.ru/kupit-lustry-svetilniki-optom/vstraivaemye-tochechnye-svetilniki-pod-lampy/d697060606
Комплект из светильников и рамки DOMINO;Domino;D637060606;Domino D637060606;;СтильХай-тек; Высота, мм2;None; Масса, кг0,445; Количество ламп, шт3; Цоколь лампGu5.3; Мощность лампы (Max), Вт50; Пылевлагозащита, IPIP20;"СтильХай-тек; Высота, мм2; Масса, кг0,445; Количество ламп, шт3; Цоколь лампGu5.3; Мощность лампы (Max), Вт50; Пылевлагозащита, IPIP20";https://lightstar.ru/kupit-lustry-svetilniki-optom/vstraivaemye-tochechnye-svetilniki-pod-lampy/d637060606
Комплект из светильников и рамки DOMINO;Domino;D6570606;Domino D6570606;;СтильХай-тек; Высота, мм2;None; Масса, кг0,306; Количество ламп, шт2; Цоколь лампGu5.3; Мощность лампы (Max), Вт50; Пылевлагозащита, IPIP20;"СтильХай-тек; Высота, мм2; Масса, кг0,306; Количество ламп, шт2; Цоколь лампGu5.3; Мощность лампы (Max), Вт50; Пылевлагозащита, IPIP20";https://lightstar.ru/kupit-lustry-svetilniki-optom/vstraivaemye-tochechnye-svetilniki-pod-lampy/d6570606
